,Unnamed: 0,s3ic_id,num_dep,region,department,city,name,lat,lon,last_inspection,regime,seveso,family,active,code_postal,code_insee,code_naf
26259,29416,0072.11399,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,LONGEVES,SAS Parc éolien de Longèves,394002,6577778,2020-06-30,A,NS,Industries,En fonctionnement,17230,17208,
26263,29421,0072.11470,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,LA ROCHELLE,SOUFFLET et CIE,373889,6569920,2020-09-23,A,NS,Industries,En fonctionnement,17000,17300,
26266,29424,0072.11498,16,NOUVELLE-AQUITAINE,CHARENTE,REPARSAC,PIECES VITI,445688,6520934,2018-05-22,E,NS,Industries,En fonctionnement,16200,16277,
26268,29428,0072.11524,86,NOUVELLE-AQUITAINE,VIENNE,BOURESSE,SAS BIO ENERGIES RIVAULT,513331,6586151,2020-01-16,E,NS,Industries,En fonctionnement,86410,86034,
26284,29448,0072.11740,86,NOUVELLE-AQUITAINE,VIENNE,LAVOUX,CLAIMO SARL,510800,6613381,2014-05-15,E,NS,Industries,En fonctionnement,86800,86124,
26305,29471,0072.11902,86,NOUVELLE-AQUITAINE,VIENNE,POUANCAY,HEGRON SA,466820,6670431,2016-10-05,E,NS,Industries,En fonctionnement,86120,86196,
26326,29504,0073.00020,20,CORSE,CORSE DU SUD,LORETO DI TALLANO,SGBC,1202718,6086314,2019-04-23,A,NS,Carrières,En fonctionnement,20165,2A146,23.61Z
26344,29523,0073.00066,20,CORSE,HAUTE CORSE,LUCCIANA,SARL AUTO CASSE MARANA,1232294,6181613,2021-02-04,E,NS,Industries,En fonctionnement,20290,2B148,38.31Z
26409,29597,0074.02252,94,ILE DE FRANCE,VAL DE MARNE,RUNGIS,DALKIA RUNGIS,652641,6850684,2019-02-21,E,NS,Industries,En fonctionnement,94150,94065,35.30Z
26412,29600,0074.02261,94,ILE DE FRANCE,VAL DE MARNE,VITRY SUR SEINE,STEF-VITRY SAS,656572,6854758,2018-02-21,A,NS,Industries,En fonctionnement,94400,94081,52.10A
26413,29601,0074.02270,93,ILE DE FRANCE,SEINE-SAINT-DENIS,ST DENIS,AICO FRANCE NOVACOLOR,653512,6868105,2014-10-17,E,NS,Industries,En fonctionnement,93200,93066,25.61Z
26446,29635,0074.02973,94,ILE DE FRANCE,VAL DE MARNE,CHARENTON LE PONT,SCC - CENTRE COMMERCIAL BERCY 2,655511,6858553,2018-03-29,E,NS,Industries,En fonctionnement,94220,94018,
26464,29653,0074.03765,93,ILE DE FRANCE,SEINE-SAINT-DENIS,ST DENIS,CBRE - PERSPECTIVE SEINE,651821,6870176,2015-11-10,E,NS,Industries,En fonctionnement,93200,93066,
26471,29660,0074.03783,93,ILE DE FRANCE,SEINE-SAINT-DENIS,MONTREUIL,LYCEE CONDORCET,659318,6862150,2019-04-05,E,NS,Industries,En fonctionnement,93100,93048,
26488,29678,0074.03837,93,ILE DE FRANCE,SEINE-SAINT-DENIS,NEUILLY SUR MARNE,GYBEM,664984,6863007,2019-04-02,A,NS,Industries,En fonctionnement,93330,93050,
26495,29685,0074.03891,94,ILE DE FRANCE,VAL DE MARNE,LIMEIL BREVANNES,SITA ILE DE FRANCE,662518,6849755,2015-06-23,A,NS,Industries,En fonctionnement,94450,94044,
26504,29694,0074.03936,93,ILE DE FRANCE,SEINE-SAINT-DENIS,LE BLANC MESNIL,ex SCI JP BLANC MESNIL repris par SEGRO,659737,6872712,2021-02-04,E,NS,Industries,En fonctionnement,93150,93007,
26519,29709,0074.04070,75,ILE DE FRANCE,PARIS,PARIS 10,EXACOMPTA (i4790),653182,6864037,2018-04-19,A,NS,Industries,En fonctionnement,75010,75110,
26533,29723,0074.04151,75,ILE DE FRANCE,PARIS,PARIS 15,Gecina (ex Etoile Property ),648432,6860674,2014-05-27,E,NS,Industries,En fonctionnement,75015,75115,
26545,29736,0074.04250,93,ILE DE FRANCE,SEINE-SAINT-DENIS,VILLEPINTE,NORD STOCK CHEM,663195,6875036,2020-07-09,A,SB,Industries,En fonctionnement,93420,93078,52.10B
26552,29743,0074.04287,92,ILE DE FRANCE,HAUTS DE SEINE,GENNEVILLIERS,ASTEN,647725,6871204,2014-09-25,E,NS,Industries,En fonctionnement,92230,92036,43.99A
26558,29749,0074.04368,94,ILE DE FRANCE,VAL DE MARNE,ORLY,LE MERCURE ,654976,6850079,2019-12-23,E,NS,Industries,En fonctionnement,94310,94054,
26576,29767,0074.04485,94,ILE DE FRANCE,VAL DE MARNE,RUNGIS,OVIMPEX,653023,6850858,2018-11-09,E,NS,Industries,En fonctionnement,94150,94065,
26591,29783,0074.04692,75,ILE DE FRANCE,PARIS,PARIS 20,MICRONOR (i 1137),655553,6863268,2021-02-24,E,NS,Industries,En fonctionnement,75020,75120,
26607,29799,0074.04999,92,ILE DE FRANCE,HAUTS DE SEINE,BAGNEUX,SOCIETE DEPANNAGE REMORQUAGE AUTOMOBILE,648252,6855606,2016-03-10,E,NS,Industries,En fonctionnement,92220,92007,52.21Z
26614,29806,0074.05178,75,ILE DE FRANCE,PARIS,PARIS 13,FRANCE TELECOM,652646,6858937,2018-07-25,E,NS,Industries,En fonctionnement,75013,75113,
26624,29816,0074.05538,92,ILE DE FRANCE,HAUTS DE SEINE,GENNEVILLIERS,SOCIETE PARISIENNE DE MATERIAUX ENROBES,647105,6871888,2020-11-09,A,NS,Industries,En fonctionnement,92230,92036,23.99Z
26640,29832,0074.05952,93,ILE DE FRANCE,SEINE-SAINT-DENIS,LE BLANC MESNIL,SEGRO FRANCE S.A.,660080,6872680,2016-03-31,E,NS,Industries,En fonctionnement,93150,93007,
26644,29836,0074.06096,93,ILE DE FRANCE,SEINE-SAINT-DENIS,NOISY LE SEC,SNCF VOYAGEURS,660498,6866632,2016-06-30,E,NS,Industries,En fonctionnement,93130,93053,
26650,29843,0074.06249,93,ILE DE FRANCE,SEINE-SAINT-DENIS,PANTIN,CASSE DIDEROT,656518,6866907,2020-02-21,E,NS,Industries,En fonctionnement,93500,93055,45.20A
26657,29851,0074.06465,94,ILE DE FRANCE,VAL DE MARNE,CHAMPIGNY SUR MARNE,AUTOS PIECES DU FORT SARL,665571,6856370,2016-03-17,E,NS,Industries,En fonctionnement,94500,94017,
26658,29852,0074.06537,93,ILE DE FRANCE,SEINE-SAINT-DENIS,LE BLANC MESNIL,AIR LIQUIDE,659073,6871215,2018-04-06,A,NS,Industries,En fonctionnement,93150,93007,
26700,29896,0074.08076,93,ILE DE FRANCE,SEINE-SAINT-DENIS,LA COURNEUVE,DA COSTA METAUX,656843,6870513,2019-10-17,A,NS,Industries,En fonctionnement,93120,93027,38.32Z
26717,29913,0074.08409,92,ILE DE FRANCE,HAUTS DE SEINE,GENNEVILLIERS,PORT AUTONOME DE PARIS,647237,6871396,2016-03-23,E,NS,Industries,En fonctionnement,92230,92036,52.22Z
26722,29918,0074.08472,92,ILE DE FRANCE,HAUTS DE SEINE,GENNEVILLIERS,ECOPUR/SEVIA,648633,6872370,2018-09-20,A,NS,Industries,En fonctionnement,92230,92036,
26725,29921,0074.08607,93,ILE DE FRANCE,SEINE-SAINT-DENIS,PANTIN,ELIS PANTIN,657189,6866436,2018-03-15,E,NS,Industries,En fonctionnement,93500,93055,
26731,29928,0074.08850,92,ILE DE FRANCE,HAUTS DE SEINE,BAGNEUX,AALYAH RECYCLAGE,648429,6855652,2020-06-02,A,NS,Industries,En fonctionnement,92220,92007,38.32Z
26734,29931,0074.08913,94,ILE DE FRANCE,VAL DE MARNE,BONNEUIL SUR MARNE,EIFFAGE TP ILE FRANCE CTRE,663355,6853519,2015-12-07,A,NS,Industries,En fonctionnement,94380,94011,42.11Z
26737,29934,0074.09093,94,ILE DE FRANCE,VAL DE MARNE,CACHAN,DALKIA CACHAN,650697,6854816,2021-03-11,E,NS,Industries,En fonctionnement,94230,94016,35.30Z
26745,29942,0074.09354,93,ILE DE FRANCE,SEINE-SAINT-DENIS,AUBERVILLIERS,TOUR DE LA VILLETTE,655080,6867014,2016-04-07,E,NS,Industries,En fonctionnement,93300,93001,68.32A
26749,29946,0074.09606,92,ILE DE FRANCE,HAUTS DE SEINE,GENNEVILLIERS,PORT AUTONOME DE PARIS,646959,6871517,2015-02-04,E,NS,Industries,En fonctionnement,92230,92036,52.22Z
26753,29951,0074.09930,92,ILE DE FRANCE,HAUTS DE SEINE,ANTONY,EPFIF,649443,6848423,2020-06-10,E,NS,Industries,En fonctionnement,92160,92002,68.32A
26766,29965,0100.00010,18,CENTRE-VAL DE LOIRE,CHER,AUBIGNY SUR NERE,BUTAGAZ SAS,656236,6708272,2020-06-12,A,SH,Industries,En fonctionnement,18700,18015,46.12B
26779,29978,0100.00038,18,CENTRE-VAL DE LOIRE,CHER,LUNERY,USINES DE ROSIERES,643364,6651077,2019-05-23,E,NS,Industries,En fonctionnement,18400,18133,27.51Z
26793,29994,0100.00092,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,ST GEORGES SUR EURE,Coopéra Agrico de Bonneval Beauce/Perche,579746,6813192,2020-10-27,A,NS,Industries,En fonctionnement,28190,28337,
26801,30002,0100.00119,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,THIRON GARDAIS,CLIP (Cie Labo Indust du Perche),550901,6802636,2020-03-12,E,NS,Industries,En fonctionnement,28480,28387,82.92Z
26805,30006,0100.00137,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,AUNEAU BLEURY ST SYMPHORIEN,LEGENDRE-DELPIERRE,608998,6818302,2021-02-16,A,SH,Industries,En fonctionnement,28700,28015,52.10B
26807,30009,0100.00146,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,LES ETILLEUX,DIP (DECAPAGE INDUSTRIEL DU PERCHE),537929,6796717,2019-12-18,A,NS,Industries,En fonctionnement,28330,28144,25.61Z
26819,30021,0100.00164,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,COULOMBS,AXEREAL,593679,6839959,2020-08-04,A,NS,Industries,En fonctionnement,28210,28113,46.21Z
26857,30059,0100.00335,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,LES VILLAGES VOVEENS,QUENTIN,597043,6797767,2018-10-18,A,NS,Industries,En fonctionnement,28150,28422,
26866,30068,0100.00362,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,ST LUBIN DES JONCHERETS,SACRED,566531,6853899,2019-04-01,E,NS,Industries,En fonctionnement,28350,28348,22.19Z
26870,30072,0100.00371,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,LOGRON,Coopéra Agrico de Bonneval Beauce/Perche,570883,6784521,2021-03-12,A,NS,Industries,En fonctionnement,28200,28211,46.21Z
26875,30077,0100.00380,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,BROU,SCAEL,563152,6790502,2020-09-24,A,NS,Industries,En fonctionnement,28160,28061,70.10Z
26887,30091,0100.00434,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,VERNOUILLET,SOPHARTEX LABORATOIRES,580176,6848146,2020-06-10,E,NS,Industries,En fonctionnement,28500,28404,21.20Z
26896,30102,0100.00470,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,ANET,UCIB - Usine Chimique Ivry Bataille,586379,6863687,2021-01-22,A,NS,Industries,En fonctionnement,28260,28007,20.14Z
26902,30109,0100.00489,36,CENTRE-VAL DE LOIRE,INDRE,CHATEAUROUX,CEPL CHATEAUROUX,603254,6634623,2019-06-24,E,NS,Industries,En fonctionnement,36000,36044,52.10B
26908,30116,0100.00506,36,CENTRE-VAL DE LOIRE,INDRE,LE BLANC,BUTAGAZ SAS,550782,6615322,2020-06-09,A,SB,Industries,En fonctionnement,36300,36018,
26912,30120,0100.00515,36,CENTRE-VAL DE LOIRE,INDRE,BUZANCAIS,CHIMICOLOR,578148,6644967,2020-03-10,E,NS,Industries,En fonctionnement,36500,36031,25.61Z
26919,30128,0100.00542,36,CENTRE-VAL DE LOIRE,INDRE,LEVROUX,GABACHIM DECO,593363,6653570,2021-04-15,A,NS,Industries,En fonctionnement,36110,36093,20.30Z
26928,30137,0100.00560,36,CENTRE-VAL DE LOIRE,INDRE,PAULNAY,LALANGE CCM,558870,6640579,2015-01-14,A,NS,Industries,En fonctionnement,36290,36153,43.91A
26940,30150,0100.00597,36,CENTRE-VAL DE LOIRE,INDRE,CHATEAUROUX,Sté VALRECY,602375,6635568,2020-09-15,A,NS,Industries,En fonctionnement,36000,36044,38.32Z
26956,30170,0100.00641,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,CHATEAU RENAULT,FORBO Château-Renault SAS,541360,6717267,2018-11-21,A,NS,Industries,En fonctionnement,37110,37063,22.23Z
26992,30206,0100.00722,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,NOUATRE,PROTEC ,514768,6665222,2019-09-25,A,NS,Industries,En fonctionnement,37800,37174,38.11Z
27000,30214,0100.00740,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,TOURS,STMICROELECTRONICS SAS,525917,6705798,2021-03-11,A,SB,Industries,En fonctionnement,37071,37261,26.11Z
27014,30228,0100.00768,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,AMBOISE,HAUCK HEAT TREATMENT SAS (ex METATHERM),550186,6703418,2020-06-09,E,NS,Industries,En fonctionnement,37400,37003,25.61Z
27019,30233,0100.00777,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,JOUE LES TOURS,TUPPERWARE FRANCE,523761,6695169,2020-11-23,A,NS,Industries,En fonctionnement,37300,37122,22.29B
27033,30248,0100.00885,45,CENTRE-VAL DE LOIRE,LOIRET,BOYNES,BOWDEN SAS,652165,6779681,2021-01-28,E,NS,Industries,En fonctionnement,45300,45050,29.32Z
27036,30253,0100.00902,45,CENTRE-VAL DE LOIRE,LOIRET,ST BENOIT SUR LOIRE,BTG BOUTHEGOURD,648665,6743691,2019-05-06,E,NS,Industries,En fonctionnement,45730,45270,01.11Z
27042,30259,0100.00939,45,CENTRE-VAL DE LOIRE,LOIRET,PUISEAUX,CELLIER DEPANNAGES,659450,6789633,2018-10-25,E,NS,Industries,En fonctionnement,45390,45258,
27048,30265,0100.00957,45,CENTRE-VAL DE LOIRE,LOIRET,BRIARE,REVIVAL (ex VALRECY),682759,6723663,2020-05-27,A,NS,Industries,En fonctionnement,45250,45053,38.32Z
27054,30271,0100.00984,45,CENTRE-VAL DE LOIRE,LOIRET,DORDIVES,CJS,683666,6783115,2021-03-16,E,NS,Industries,En fonctionnement,45680,45127,31.09B
27058,30275,0100.01019,45,CENTRE-VAL DE LOIRE,LOIRET,ENGENVILLE,SIDESUP ,643618,6793032,2019-12-09,A,NS,Industries,En fonctionnement,45300,45133,10.81Z
27062,30279,0100.01046,45,CENTRE-VAL DE LOIRE,LOIRET,CHECY,ORANGINA SUNTORY FRANCE PROD (OSFP),628048,6756067,2019-06-06,E,NS,Industries,En fonctionnement,45430,45089,
27066,30283,0100.01073,45,CENTRE-VAL DE LOIRE,LOIRET,BRIARE,HUTCHINSON DESMARQUOY (INDUSTRIELLE SNC),680822,6725421,2016-11-16,A,NS,Industries,En fonctionnement,45250,45053,22.19Z
27076,30293,0100.01118,45,CENTRE-VAL DE LOIRE,LOIRET,DONNERY,ORANGINA SUNTORY FRANCE PROD,634698,6756655,2020-06-17,A,NS,Industries,En fonctionnement,45450,45126,11.07B
27080,30298,0100.01136,45,CENTRE-VAL DE LOIRE,LOIRET,SERMAISES,FLAMMARION (UD UNION DISTRIBUTION),641234,6799183,2020-01-15,E,NS,Industries,En fonctionnement,45300,45310,46.18Z
27082,30300,0100.01145,45,CENTRE-VAL DE LOIRE,LOIRET,GIEN,ESSITY OPERATIONS FRANCE (ex TISSUE),673012,6732212,2020-05-27,A,NS,Industries,En fonctionnement,45500,45155,17.22Z
27083,30301,0100.01154,45,CENTRE-VAL DE LOIRE,LOIRET,ESCRENNES,GALVA 45,639803,6780792,2021-06-10,A,NS,Industries,En fonctionnement,45300,45137,25.61Z
27094,30312,0100.01226,45,CENTRE-VAL DE LOIRE,LOIRET,LE MALESHERBOIS,INTERFORUM-EDITIS,654250,6799764,2021-02-25,A,NS,Industries,En fonctionnement,45330,45191,46.49Z
27114,30333,0100.01316,45,CENTRE-VAL DE LOIRE,LOIRET,THIGNONVILLE,KEYOR MAGRI,638372,6798428,2020-01-30,E,NS,Industries,En fonctionnement,45300,45320,16.23Z
27123,30343,0100.01389,45,CENTRE-VAL DE LOIRE,LOIRET,NEUVILLE AUX BOIS,NORMACADRE,630070,6774624,2018-06-06,E,NS,Industries,En fonctionnement,45170,45224,25.11Z
27129,30349,0100.01406,45,CENTRE-VAL DE LOIRE,LOIRET,LA FERTE ST AUBIN,CAP AUTO,619378,6736358,2020-01-21,E,NS,Industries,En fonctionnement,45240,45146,
27134,30354,0100.01460,45,CENTRE-VAL DE LOIRE,LOIRET,GIEN,PFMP PROGIPHARM,672380,6733684,2018-03-08,E,NS,Industries,En fonctionnement,45500,45155,21.20Z
27143,30365,0100.01514,45,CENTRE-VAL DE LOIRE,LOIRET,BONNY SUR LOIRE,SAFIL,688408,6717817,2021-02-03,A,NS,Industries,En fonctionnement,45420,45040,31.01Z
27151,30374,0100.01569,45,CENTRE-VAL DE LOIRE,LOIRET,GIDY,SERVIER Laboratoires Industrie ,614543,6764744,2020-06-11,A,NS,Industries,En fonctionnement,45520,45154,21.20Z
27163,30387,0100.01613,45,CENTRE-VAL DE LOIRE,LOIRET,ORLEANS,SODC BANNIER,617591,6757993,2019-07-16,A,NS,Industries,En fonctionnement,45000,45234,35.30Z
27175,30399,0100.01659,45,CENTRE-VAL DE LOIRE,LOIRET,ORMES,TITAN ORLEANS (ex PROLOGIS),612864,6760264,2020-05-11,A,SB,Industries,En fonctionnement,45140,45235,
27184,30410,0100.01730,45,CENTRE-VAL DE LOIRE,LOIRET,COURTENAY,UNILEP (FROMAGERIE),704025,6770528,,E,NS,Industries,En fonctionnement,45320,45115,
27194,30420,0100.01758,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,CORMENON,TRIGANO JARDIN,544323,6764716,2021-01-20,A,NS,Industries,En fonctionnement,41170,41060,32.30Z
27199,30425,0100.01767,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,BLOIS,BLESOISE DE DISTRIB. DE CHALEUR - COFELY,573094,6722865,2020-12-11,E,NS,Industries,En fonctionnement,41000,41018,35.30Z
27214,30440,0100.01802,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,ROMORANTIN LANTHENAY,STAL INDUSTRIE,605408,6693777,2018-04-04,E,NS,Industries,En fonctionnement,41200,41194,31.01Z
27227,30455,0100.01938,18,CENTRE-VAL DE LOIRE,CHER,LA CHAPELLE ST URSIN,SOUFFLET AGRICULTURE,647173,6661223,2019-05-28,A,NS,Industries,En fonctionnement,18570,18050,46.21Z
27244,30476,0100.02144,18,CENTRE-VAL DE LOIRE,CHER,ST GERMAIN DU PUY,VALRECY,658134,6666975,2019-08-07,A,NS,Industries,En fonctionnement,18390,18213,38.32Z
27263,30498,0100.02289,18,CENTRE-VAL DE LOIRE,CHER,BEFFES,Ciments Calcia Heidelberg Cement Group,699525,6664878,2020-12-01,A,NS,Carrières,En fonctionnement,18320,18025,23.51Z
27269,30504,0100.02333,18,CENTRE-VAL DE LOIRE,CHER,COUARGUES,SAS SIROT,696801,6685586,2016-10-07,A,NS,Carrières,En fonctionnement,18300,18074,08.12Z
27290,30526,0100.02702,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,THIVILLE,CALCAIRES DUNOIS,581033,6769527,2019-08-06,A,NS,Carrières,En fonctionnement,28200,28389,08.11Z
27304,30543,0100.02919,36,CENTRE-VAL DE LOIRE,INDRE,VILLEDIEU SUR INDRE,LAVAUX ,587177,6636185,2021-03-13,A,NS,Carrières,En fonctionnement,36320,36241,08.12Z
27311,30550,0100.03215,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,VILLIERS AU BOUIN,CALCIA (Ciments),498145,6724462,2019-09-25,A,NS,Carrières,En fonctionnement,37330,37279,23.51Z
27318,30557,0100.03350,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,CONAN,MINIER SAS,572716,6738840,2020-12-22,A,NS,Carrières,En fonctionnement,41290,41057,08.12Z
27326,30565,0100.03512,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,VILLAVARD,CHAVIGNY ,542396,6742209,2020-11-12,A,NS,Carrières,En fonctionnement,41800,41274,70.10Z
27332,30571,0100.03594,45,CENTRE-VAL DE LOIRE,LOIRET,CHATILLON SUR LOIRE,COLAS FRANCE,682519,6717813,2020-06-24,A,NS,Carrières,En fonctionnement,45360,45087,42.22Z
27355,30594,0100.03800,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,AMBOISE,SMITOM D'AMBOISE,550748,6703426,2019-01-16,E,NS,Industries,En fonctionnement,37400,37003,38.11Z
27362,30601,0100.03819,45,CENTRE-VAL DE LOIRE,LOIRET,CHATILLON SUR LOIRE,DECHERF,681822,6718915,2016-04-19,A,NS,Carrières,En fonctionnement,45360,45087,43.12A
27389,30631,0100.03927,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,CIGOGNE,SCA AXEREAL,544916,6687047,2020-09-28,A,NS,Industries,En fonctionnement,37310,37075,
27397,30639,0100.03936,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,SAZILLY,DURAND,499029,6673528,2019-01-11,A,NS,Industries,En fonctionnement,37220,37244,46.21Z
27403,30645,0100.03945,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,HERBAULT,AGRI NEGOCE,559865,6724132,2019-03-21,A,NS,Industries,En fonctionnement,41190,41101,46.21Z
27419,30661,0100.04016,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,LE COUDRAY,MINOTERIES VIRON - GRANDS MOULINS BEAUCE,587883,6815004,2019-04-24,E,NS,Industries,En fonctionnement,28630,28110,10.61A
27425,30667,0100.04043,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,MER,SCA AXEREAL,588117,6735197,2021-02-05,A,NS,Industries,En fonctionnement,41500,41136,46.21Z
27434,30676,0100.04115,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,LES VILLAGES VOVEENS,PARMENTINE PRODUCTION SAS,597167,6797943,2015-09-24,A,NS,Industries,En fonctionnement,28150,28422,82.92Z
27439,30681,0100.04151,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,CHARTRES,RECKITT BENCKISER CHARTRES,590115,6816430,2020-06-05,A,NS,Industries,En fonctionnement,28008,28085,20.41Z
27443,30686,0100.04197,45,CENTRE-VAL DE LOIRE,LOIRET,LE MALESHERBOIS,PDG PLASTIQUES ,654083,6799548,2019-03-21,A,NS,Industries,En fonctionnement,45330,45191,22.22Z
27471,30716,0100.04467,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,FOSSE,SETI SAS,571223,6727258,2020-12-23,E,NS,Industries,En fonctionnement,41330,41091,52.10B
27475,30720,0100.04485,45,CENTRE-VAL DE LOIRE,LOIRET,MONTARGIS,BOONE COMENOR ,680856,6767732,2020-12-09,E,NS,Industries,En fonctionnement,45200,45208,
27477,30722,0100.04511,45,CENTRE-VAL DE LOIRE,LOIRET,MEUNG SUR LOIRE,LEPLATRE,602421,6748996,2020-09-23,A,NS,Industries,En fonctionnement,45130,45203,
27486,30732,0100.04601,45,CENTRE-VAL DE LOIRE,LOIRET,ST DENIS DE L HOTEL,AXEREAL ELEVAGE (ex AGRALYS THOREAU),635205,6752759,2018-10-24,E,NS,Industries,En fonctionnement,45550,45273,
27491,30743,0100.04674,45,CENTRE-VAL DE LOIRE,LOIRET,ARDON,LIGERIENNE GRANULATS,614055,6746291,2020-09-15,A,NS,Carrières,En fonctionnement,45160,45006,08.12Z
27511,30764,0100.04854,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,TREMBLAY LES VILLAGES,BRANCHER KINGSWOOD,583285,6835429,2020-01-20,A,NS,Industries,En fonctionnement,28170,28393,
27556,30815,0100.05330,18,CENTRE-VAL DE LOIRE,CHER,EPINEUIL LE FLEURIEL,SABLIERES DE LA PERCHE,669731,6608334,2020-11-30,A,NS,Carrières,En fonctionnement,18360,18089,08.12Z
27562,30821,0100.05394,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,SOUVIGNY EN SOLOGNE,GAEC DE LA VALINIERE,638690,6729433,,E,NS,Bovins,En fonctionnement,41600,41251,
27581,30840,0100.05565,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,BEAUCE LA ROMAINE,LIGEA-MEMBROLLES (Cornet),587408,6765252,,A,NS,Industries,En fonctionnement,41240,41173,
27590,30849,0100.05646,45,CENTRE-VAL DE LOIRE,LOIRET,LA FERTE ST AUBIN,DECHETTERIE,619704,6736628,2018-04-10,A,NS,Industries,En fonctionnement,45240,45146,
27594,30853,0100.05655,45,CENTRE-VAL DE LOIRE,LOIRET,SARAN,SOCCOIM VEOLIA  (CAOVL),618414,6761474,2019-02-07,A,NS,Industries,En fonctionnement,45770,45302,
27604,30864,0100.05727,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,YEVRES,ERODE,565373,6791314,2019-05-07,A,NS,Industries,En fonctionnement,28160,28424,25.50B
27616,30876,0100.05862,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,CHANNAY SUR LATHAN,SGG société Saint Georges Granulats,493173,6713254,2019-04-09,A,NS,Carrières,En fonctionnement,37330,37055,08.12Z
27637,30898,0100.06131,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,MONTBAZON,DERET FASHION SAS,527239,6688564,2015-07-30,E,NS,Industries,En fonctionnement,37250,37154,52.10B
27642,30904,0100.06285,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,MARIGNY MARMANDE,CENTRALE RICHELAISE D'ENROBES (CRE),506212,6653603,2019-04-25,E,NS,Industries,En fonctionnement,37120,37148,42.11Z
27650,30912,0100.06339,18,CENTRE-VAL DE LOIRE,CHER,NERONDES,SECANIM SUD EST,686681,6656572,2017-05-03,E,NS,Industries,En fonctionnement,18350,18160,38.32Z
27652,30914,0100.06357,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,VILLEBAROU,BEAUCE SOLOGNE TRAVAUX PUBLICS (BSTP) ,574433,6727218,2019-12-12,E,NS,Industries,En fonctionnement,41000,41276,
27653,30915,0100.06384,36,CENTRE-VAL DE LOIRE,INDRE,LE BLANC,EURL DECAP-BRENNE (ex LAMBERT DECAPAGE),549819,6615701,2019-12-24,E,NS,Industries,En fonctionnement,36300,36018,
27657,30919,0100.06429,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,ARROU,HAMON THERMAL EUROPE,560791,6779977,2017-10-25,E,NS,Industries,En fonctionnement,28290,28012,28.25Z
27665,30928,0100.06573,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,HOMMES,HUET SARL,496626,6709148,2017-02-28,A,NS,Carrières,En fonctionnement,37340,37117,
27677,30941,0100.06825,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,VERNOUILLET,GOURNAY DISTRIBUTION HYPER U,579734,6847907,2018-04-06,E,NS,Industries,En fonctionnement,28500,28404,
27711,30976,0100.07310,28,CENTRE-VAL DE LOIRE,EURE ET LOIR,OUARVILLE,SITREVA,609243,6806737,2016-02-24,E,NS,Industries,En fonctionnement,28150,28291,
27720,30986,0100.07437,36,CENTRE-VAL DE LOIRE,INDRE,VENDOEUVRES,STEARINERIE DUBOIS,575570,6633330,2017-04-21,E,NS,Industries,En fonctionnement,36500,36232,20.14Z
27727,30994,0100.07590,45,CENTRE-VAL DE LOIRE,LOIRET,ASCOUX,CAROLL,644492,6780964,2021-01-06,E,NS,Industries,En fonctionnement,45300,45010,52.10B
